ID,Text,Comment
UI.BeaverGender,Gender: {0},
Gender.Ace,Ace,
Gender.Male,Male,
Gender.Female,Female,
Gender.Duon,Duon,
Gender.Population.Ace,Ace Beaver adult,
Gender.Population.Male,Male Beaver adult,
Gender.Population.Female,Female Beaver adult,
Gender.Population.Duon,Duon Beaver adult,
UI.BeaverGender.TooltipTitle,Procreation roll,
UI.CanImpregnate,Can impregnate other beavers,
UI.CanBeImpregnated,Can become pregnant,
UI.UnableToProcreate,Unable or unwilling to procreate,
UI.Pregnancy,Pregnancy,
Need.Pregnant.DisplayName,Pregnant,
