ID,Text,Comment
Faction.Emberpelts.DisplayName,Жарохутрі,Name of a faction
Faction.Charcoal.DisplayName,Вуглехутрі,
Faction.Emberpelts.Description,"Жарохутрі полюбляють тепло, а також їх приваблює червоний колір. А іноді їм просто подобається дивитися, як усе горить.
Вони не люблять намочувати своє хутро.
Їхнє гасло: <i>Вогняні серця.</i>",Description of a beaver faction
Bot.DisplayName.Emberpelts,Жаробот {0},Bot name
Good.Brick.DisplayName,Цегла,Item Name
Good.Brick.PluralDisplayName,Цегла,Plural Item Name
Good.Clay.DisplayName,Глина,Item Name
Good.Clay.PluralDisplayName,Глина,Plural Item Name
Good.Coal.DisplayName,Деревне вугілля,Item Name
Good.Coal.PluralDisplayName,Деревне вугілля,Plural Item Name
Good.Apple.DisplayName,Яблуко,Item Name
Good.Apple.PluralDisplayName,Яблука,Plural Item Name
Good.AppleJuice.DisplayName,Яблучний сік,Item Name
Good.AppleJuice.PluralDisplayName,Яблучний сік,Plural Item Name
Good.Radish.DisplayName,Редиска,
Good.Radish.PluralDisplayName,Редиска,
Good.Tomato.DisplayName,Помідор,
Good.Tomato.PluralDisplayName,Помідори,
Good.TomatoJuice.DisplayName,Томатний сік,
Good.TomatoJuice.PluralDisplayName,Томатний сік,
Good.Beetroot.DisplayName,Буряк,
Good.Beetroot.PluralDisplayName,Буряки,
Good.RedJuice.DisplayName,Сік з буряка та редиски,
Good.RedJuice.PluralDisplayName,Сік з буряка та редиски,
Good.CornJuice.DisplayName,Кукурудзяний сік,
Good.CornJuice.PluralDisplayName,Кукурудзяний сік,
Good.Pepper.DisplayName,Болгарський перець,
Good.Pepper.PluralDisplayName,Болгарський перець,
Good.Cornmeal.DisplayName,Кукурудзяне борошно,
Good.Cornmeal.PluralDisplayName,Кукурудзяне борошно,
Good.GrilledCorn.DisplayName,Кукурудза на грилі,
Good.GrilledCorn.PluralDisplayName,Кукурудза на грилі,
Good.GrilledPepper.DisplayName,Болгарський перець на грилі,
Good.GrilledPepper.PluralDisplayName,Болгарський перець на грилі,
Good.ApplePie.DisplayName,Яблучний пиріг,
Good.ApplePie.PluralDisplayName,Яблучні пироги,
Good.Cornbread.DisplayName,Кукурудзяний хліб,
Good.Cornbread.PluralDisplayName,Кукурудзяний хліб,
Good.BakedBeetroot.DisplayName,Печений буряк,
Good.BakedBeetroot.PluralDisplayName,Печені буряки,
Good.StuffedPepper.DisplayName,Фарширований перець,
Good.StuffedPepper.PluralDisplayName,Фарширований перець,
Good.Fuel.DisplayName,Пальне,
Good.Fuel.PluralDisplayName,Пальне,
Good.Lubricant.DisplayName,Мастило,
Good.Lubricant.PluralDisplayName,Мастило,
Manufactory.Recipe.FuelRadish,Пальне (Редиска),
Manufactory.Recipe.FuelBeetroot,Пальне (Буряки),
Manufactory.Recipe.FuelCanola,Пальне (Насіння ріпаку),
Manufactory.Recipe.FuelCorn,Пальне (Кукурудза),
Manufactory.Recipe.FuelBadwater,Пальне (Зловода),
Building.HalfRoof1x1.DisplayName,Напівдах 1x1,
Building.HalfRoof1x2.DisplayName,Напівдах 1x2,
Building.HalfRoof2x1.DisplayName,Напівдах 2x1,
Building.HalfRoof2x2.DisplayName,Напівдах 2x2,
Building.Lodge.Emberpelts.FlavorDescription,Хатинка була просто хатинкою.,
Building.BigLodge.DisplayName,Велика хатинка,
Building.BigLodge.Description,Утричі більша за звичайну хатинку.,
Building.BigLodge.FlavorDescription,Вдосталь місця.,
Building.VerticalLodge.DisplayName,Вертикальна хатинка,
Building.VerticalLodge.Description,"Хатинка, побудована вгору".,
Building.VerticalLodge.FlavorDescription,Тільки небо є межею!,
Building.DoubleVerticalLodge.DisplayName,Подвійна вертикальна хатинка,
Building.DoubleVerticalLodge.Description,"Це ніби дві вертикальні хатини, поставлені одна на одну.",
Building.DoubleVerticalLodge.FlavorDescription,Більше! Вище!,
Building.TenementLodge.DisplayName,Багатоквартирна хатина,
Building.TenementLodge.Description,Дуже велике й високе місце для ночівлі.,
Building.TenementLodge.FlavorDescription,Тільки спробуйте не спалити все вщент.,
Building.Press.DisplayName,Прес,
Building.Press.Description,Вичавлює олію або сік із відповідних рослин.,
Building.Press.FlavorDescription,Допитливі бобренята чавлять тут усе підряд — від печива до соснових шишок.,
Building.Path2.DisplayName,Стежка з огорожею,
Building.Path2.Description,"Цей варіант стежки завжди має огорожу.",
Building.Path3.DisplayName,Дерев'яна стежка,
Building.Path3.Description,"Цей варіант стежки зроблений із деревини.",
Building.Path4.DisplayName,Дерев'яна стежка без огорожі,
Building.Path4.Description,"Цей варіант стежки зроблений із деревини і ніколи не має огорожі.",
Building.Path5.DisplayName,Дерев'яна стежка з огорожею,
Building.Path5.Description,"Цей варіант стежки зроблений із деревини і завжди має огорожу.",
Building.AutomatedWaterPump.DisplayName,Автоматизований водяний насос,
Building.AutomatedWaterPump.FlavorDescription,Бобри не потрібні!,
Building.ClayPit.DisplayName,Глиняний кар'єр,
Building.ClayPit.Description,Позначена ділянка для видобутку глини.,
Building.ClayPit.FlavorDescription,Брудна робота.,
Building.Kiln.DisplayName,Випалювальна піч,
Building.Kiln.Description,Виготовляє деревне вугілля з колод та цеглу з глини.,
Building.Kiln.FlavorDescription,"Гори, крихітко!",
Building.SmallEngine.DisplayName,Малий паровий двигун,
Building.SmallEngine.FlavorDescription,"Чудовий винахід. Залізнозубі, напевно, скопіювали наш дизайн.",
Building.Engine.Emberpelts.FlavorDescription,"Спалювання вугілля вимагає покращеної конструкції.",
Building.FuelEngine.DisplayName,Двигун на рідкому пальному,
Building.FuelEngine.FlavorDescription,"Рідке пальне дає ще більше потужності для вироблення енергії.",
Building.PowerShaftVerticalTIntersection.DisplayName,Вертикальне Т-подібне з'єднання валів,
Building.PowerShaftUpwardTIntersection.DisplayName,Т-подібне з'єднання валів угору,
Building.PowerShaftDownwardTIntersection.DisplayName,Т-подібне з'єднання валів униз,
Building.DecorativeFloor.DisplayName,Декоративна підлога,
Building.DecorativeFloor.Description,"Суто декоративні панелі для підлоги..",
Building.LargeUndergroundTank.DisplayName,Підземний резервуар,
Building.UndergroundWarehouse.DisplayName,Підземний склад,
Building.IndustrialPile.DisplayName,Промислова купа,
Building.TubewayStation.Small.DisplayName,Мала трубомобільна станція,
