ID,Text,Comment
Good.Stew.PluralDisplayName,Stew,�
Faction.waterbeavers.DisplayName,The Whitepaws,2
Faction.waterbeavers.Description,"







<color=red> !!! ACTIVATE THE TUTORIAL !!!</color>
Followers of the True Beaver Path, for them everything is a house. Their population often explodes out of control, food and water run out, science is a luxury, and your defeat unavoidable

 Forget what other factions taught you, and welcome to your pinkest nightmare.
<color=red> !!! ACTIVATE THE TUTORIAL !!!</color>



<color=black>Beaver art and textures by Wolfess, huge thanks!
Many icons by Thorlak, huge thanks too!
Mega-thanks to Grauschweif for the custom scripts !</color>",3
trashdump.DisplayName,Broken Expedition Cart,4
trashdump.Description,"Your first district center, if it can be called so. Only dismantle after building a better town center.",5
trashdump.FlavorDescription,"""We can't go further, but we can settle here""
 -The expedition leader",6
Luc.Primitivemine.DisplayName,Primitive Mine,7
Luc.Primitivemine.Description,"A small and inefficient way to obtain mineral resources
",8
Luc.Primitivemine.FlavorDescription,"""Beavers are not meant to dig rock""",9
Lapantouflemagic.Mediummine.DisplayName,Medium Mine,10
Lapantouflemagic.Mediummine.Description,"A larger and deeper mine to exploit richer deposits, also gives access to rarer elements.
Comes with access stairs and barriers to prevent silly little kits from falling and getting hurt.
<color=green>Needs to be placed in a 4-deep hole!
Mine and fences must be on solid ground!
Place stairs on dirt spots and complete the access ramp</color>",11
Lapantouflemagic.Mediummine.FlavorDescription,"""I don't believe in ghosts and monsters, what even are grues supposed to be anyway?""
 -Miner Zork, last words",12
Lapantouflemagic.Primitivesmetler.DisplayName,Primitive Smelter,13
Lapantouflemagic.Primitivesmetler.Description,"A mixture of iron ore and coal in a clay crucible to be lit on fire.
<color=#FF6EC7>Can function without workers.</color>",14
Lapantouflemagic.Primitivesmetler.FlavorDescription,"""Are we sure of the recipe?""",15
Lapantouflemagic.Woodburner.DisplayName,Wood Burner,16
Lapantouflemagic.Woodburner.Description,"A special fire pit to turn wood into charcoal.
<color=#FF6EC7>Can function without workers.</color>",17
Lapantouflemagic.Woodburner.FlavorDescription,"""Oh, that would be a great way to get rid of... uhh... sawdust! Yes, sawdust... of course.""
 -Jack the Gnawer",18
Lapantouflemagic.Screwpress.DisplayName,Screw Press,19
Lapantouflemagic.Screwpress.Description,"A strong press to extract oil from seeds, or juice from fruits.
<color=#00FFFF>Works as a Levee</color>",20
Lapantouflemagic.Screwpress.FlavorDescription,"""Sunflower oil, essential for both salad and machines""",21
Lapantouflemagic.Alchemist.DisplayName,Alchemist,22
Lapantouflemagic.Alchemist.Description,"A cozy lab to prepare basic chemical reactions.
<color=#00FFFF>Works as a Levee</color>",23
Lapantouflemagic.Alchemist.FlavorDescription,"""Hopefully it won't explode""",24
Lapantouflemagic.Handicrafter.DisplayName,Handicrafter's Lodge,25
Lapantouflemagic.Handicrafter.FlavorDescription,"""As long as we don't need a lot of that...""",26
Lapantouflemagic.Copistlodge.DisplayName,Copyist Lodge,27
Lapantouflemagic.Copistlodge.Description,"A town house for copying existing blueprints. 
<color=#00FFFF>Works as a Levee</color>",28
Lapantouflemagic.Copistlodge.FlavorDescription,"""So the first part of my job, is to remove these ridiculous decorations""
 -The Copist beaver",29
Lapantouflemagic.Artsylodge.DisplayName,Artist Lodge,30
Lapantouflemagic.Artsylodge.Description,"A town house for decorating copied blueprints. 
<color=#00FFFF>Works as a Levee</color>",31
Lapantouflemagic.Artsylodge.FlavorDescription,"""Yes, the blueprints MUST be fancy to be usable""
 -The artist beaver",32
Lapantouflemagic.Builderslodge.DisplayName,Builder Lodge,33
Lapantouflemagic.Builderslodge.Description,"A town house for two extra builders. 
<color=#00FFFF>Works as a Levee</color>",34
Lapantouflemagic.Builderslodge.FlavorDescription,"""My own space, at last!""",35
Luc.Lodge.Description,"A small house for a hauler beaver.
<color=#00FFFF>Works as a Levee</color>",41
Lapantouflemagic.primitivedam.DisplayName,Primitive Dam,42
Lapantouflemagic.primitivedam.Description,A semi-watertight structure built as the beavers of old used to.,43
Lapantouflemagic.primitivedamupgrade.DisplayName,Primitive Dam Upgrade,44
Lapantouflemagic.primitivedamupgrade.Description,A taller dam built on top of a previous one.,45
Lapantouflemagic.primitivedamupgrade.FlavorDescription,"""Maybe we will survive with this.""",46
Lapantouflemagic.primitivedamUtility.DisplayName,Utility Dam,47
