ID,Text,Comment
Building.Anemometer.DisplayName,Anemometer,
Building.Anemometer.Description,"Measures wind strength and direction, sends an automation signal based on a configurable threshold.",
Anemometer.WindStrength,"Wind strength: {0}%",
Anemometer.WindDirection,"Wind direction: {0}° ({1})",
Anemometer.Direction.N,N,
Anemometer.Direction.NNE,NNE,
Anemometer.Direction.NE,NE,
Anemometer.Direction.ENE,ENE,
Anemometer.Direction.E,E,
Anemometer.Direction.ESE,ESE,
Anemometer.Direction.SE,SE,
Anemometer.Direction.SSE,SSE,
Anemometer.Direction.S,S,
Anemometer.Direction.SSW,SSW,
Anemometer.Direction.SW,SW,
Anemometer.Direction.WSW,WSW,
Anemometer.Direction.W,W,
Anemometer.Direction.WNW,WNW,
Anemometer.Direction.NW,NW,
Anemometer.Direction.NNW,NNW,
