ID,Text,Comment
Tobbert.TrackOneWay.DisplayName,Пряма залізнична колія,original ChooChoo by TobbyTheBobby
Tobbert.TrackOneWay.Description,"Пряма ділянка колії. Після натискання на неї можна перемкнути її в режим одностороннього руху. Створює ділянку між односторонніми сигналами, на якій одночасно може перебувати лише один потяг (це позначається кольором).",
Tobbert.TrackOneWay.FlavorDescription,Ту-ту!,
Tobbert.TrackOneWay.Mode.TwoWay,Двосторонній рух,
Tobbert.TrackOneWay.Mode.Forward,Напрямок 1,
Tobbert.TrackOneWay.Mode.Reverse,Напрямок 2,
Tobbert.TrainYard.DisplayName,Залізничне депо,
Tobbert.TrainYard.Description,"Будує потяги та одночасно слугує паливним депо. Підтримуйте запаси колод і води, щоб потяги могли тут поповнювати запаси.",
Tobbert.TrainYard.FlavorDescription,Саме тут народжуються потяги.,
Tobbert.TrainYard.CostOfTrain,Вартість одного потяга:,
Tobbert.TrainYard.CreateTrain,Побудувати потяг,
Tobbert.TrainYard.CancelBuild,Скасувати будівництво,
Tobbert.TrainYard.BuildTimeLeft,Залишилося: {0} год.,
Tobbert.TrainYard.PreviewErrorMessage,Можна побудувати лише одне залізничне депо.,
Tobbert.Train.PrefabName,Потяг,
Tobbert.Train.Destroy,"Ви впевнені, що хочете знищити цей потяг?",
Tobbert.GoodsStation.DisplayName,Товарна станція,
Tobbert.GoodsStation.Description,"Завантажує та розвантажує товари, які перевозять потяги.",
Tobbert.GoodsStation.FlavorDescription,Кожній великій залізниці потрібне місце для приймання вантажів.,
Tobbert.GoodsStationWarehouse.AssociatedStation.Header,Пов'язана станція,
Tobbert.GoodsStationWarehouse.AssociatedStation.None,Станцію не знайдено,
Tobbert.GoodsStationWarehouse.ExtraSlots,Додаткові місця: {0},
Tobbert.GoodsStationWarehouseSmall.DisplayName,Малий склад,
Tobbert.GoodsStationWarehouseSmall.Description,"Склад, який розміщується поруч або під товарною станцією та збільшує її місткість. Самостійно нічого не зберігає.",
Tobbert.GoodsStationWarehouseSmall.FlavorDescription,Скромне сховище для безперервного потоку вантажів.,
Tobbert.GoodsStationWarehouseMedium.DisplayName,Середній склад,
Tobbert.GoodsStationWarehouseMedium.Description,"Склад, який розміщується поруч або під товарною станцією та збільшує її місткість. Самостійно нічого не зберігає.",
Tobbert.GoodsStationWarehouseMedium.FlavorDescription,Просторе сховище для зростаючого потоку вантажів.,
Tobbert.GoodsStationWarehouseLarge.DisplayName,Великий склад,
Tobbert.GoodsStationWarehouseLarge.Description,"Склад, який розміщується поруч або під товарною станцією та збільшує її місткість. Самостійно нічого не зберігає.",
Tobbert.GoodsStationWarehouseLarge.FlavorDescription,Величезне сховище для невпинного потоку вантажів.,
Tobbert.GoodsStationSiloSmall.DisplayName,Малий бункер,
Tobbert.GoodsStationSiloSmall.Description,"Бункер, який розміщується поруч із товарною станцією та збільшує її місткість. Самостійно нічого не зберігає.",
Tobbert.GoodsStationSiloSmall.FlavorDescription,Трохи більше місця для нескінченного потоку вантажів.,
Tobbert.GoodsStationSiloMedium.DisplayName,Середній бункер,
Tobbert.GoodsStationSiloMedium.Description,"Бункер, який розміщується поруч із товарною станцією та збільшує її місткість. Самостійно нічого не зберігає.",
Tobbert.GoodsStationSiloMedium.FlavorDescription,Вдосталь місця для нескінченного потоку вантажів.,
Tobbert.WaitingStation.DisplayName,Станція очікування,
Tobbert.WaitingStation.Description,"Бічна колія, де потяги очікують нових наказів.",
Tobbert.WaitingStation.FlavorDescription,Навіть потягам потрібна хвилина відпочинку.,
Tobbert.Cargo.Header,Вантаж,
Tobbert.Cargo.AddGood,Додати товар,
Tobbert.Cargo.Direction.Import,Імпорт,
Tobbert.Cargo.Direction.Export,Експорт,
Tobbert.Train.DisplayName,Потяг,
Tobbert.Train.Description,Перевозить товари між товарними станціями залізничною мережею.,
Tobbert.Train.FlavorDescription,"Бобри запевняють, що він завжди прибуває вчасно. Вантаж уже перестав сперечатися.",
Tobbert.Train.Status.NeedFuel,Закінчилося паливо,
Tobbert.Train.Status.EmergencyStop,Аварійна зупинка,
Tobbert.Train.Status.Hungry,Машиніст зголоднів — повертається поїсти,
Tobbert.Train.Status.Thirsty,Машиніст хоче пити — повертається попити,
Tobbert.Train.Status.NoPath,Немає шляху до пункту призначення,
Tobbert.TrackLineTool.Prompt,"Перетягніть, щоб прокласти лінію односторонньої колії. Один поворот створить розв'язку. Натисніть R або Shift+R, щоб змінити тип вузла (кут / Т-подібне розгалуження / перехрестя).",
Tobbert.TrackLineTool.DisplayName,Інструмент прокладання колії,
Tobbert.TrackLineTool.Description,Прокладає лінію односторонньої колії з автоматичною розв'язкою на повороті.,
Tobbert.BatchControl.GoodsStation,Товарні станції,
Tobbert.ChooChoo.KeyBinding.GoodsStationDistributionControlTab,Вкладка товарних станцій,
Tobbert.GoodsStation.Distribution.Header,Розподіл товарів,
Tobbert.BatchControl.DistributionDisabled,Не розподіляти,
Tobbert.BatchControl.DistributionDisabled.Description,Цей товар не відправляється й не приймається на цій станції.,
Tobbert.BatchControl.DistributionSending,Відправляти,
Tobbert.BatchControl.DistributionSending.Description,Цей товар завантажується в потяги й відправляється на інші станції.,
Tobbert.BatchControl.DistributionReceiving,Приймати,
Tobbert.BatchControl.DistributionReceiving.Description,Цей товар розвантажується з потягів і зберігається на цій станції.,
Tobbert.BatchControl.DistributionDisabledAll,Припинити розподіл усіх товарів,
Tobbert.BatchControl.DistributionSendingAll,Відправляти всі товари,
Tobbert.BatchControl.DistributionReceivingAll,Приймати всі товари,
Tobbert.BatchControl.GoodsSlots,Комірок для товарів: {0}/{1},
Tobbert.BatchControl.DecreaseMaximum,Зменшити кількість,
Tobbert.BatchControl.DecreaseMaximum.Description,Ліва кнопка: −1. Права кнопка: −10.,
Tobbert.BatchControl.IncreaseMaximum,Збільшити кількість,
Tobbert.BatchControl.IncreaseMaximum.Description,Ліва кнопка: −1. Права кнопка: −10.,
Tobbert.GoodsStation.Distribution.Disabled.Info,Не розподіляється,
Tobbert.GoodsStation.Distribution.Sending.Info,Відправляється потягом,
Tobbert.GoodsStation.Distribution.Receiving.Info,Доставляється потягом,
Tobbert.GoodsStation.Sending.Header,Відправлення,
Tobbert.GoodsStation.Receiving.Header,Приймання,
Tobbert.TrainYard.FuelDepotOn,Паливне депо: УВІМК.,
Tobbert.TrainYard.FuelDepotOff,Паливне депо: ВИМК.,
Tobbert.ToolGroup.Trains,Потяги,
Tobbert.ChooChoo.KeyBindingGroup.ChooChoo,Ту-ту!,
Tobbert.TrackCorner1x1.DisplayName,Кутова колія 1×1,
Tobbert.TrackCorner1x1.Description,Одноклітинна ділянка колії для різкого повороту.,
Tobbert.TrackCorner1x1.FlavorDescription,Тут може бути трохи тісно.,
Tobbert.TrackCorner2x2.DisplayName,Кутова колія 2×2,
