ID,Text,Comment
Tobbert.TrackOneWay.DisplayName,直行轨道,
Tobbert.TrackOneWay.Description,一段直行的轨道。点击后可切换为单向信号。会在两个单向段之间形成一个轨道区段，同一时间只允许一列列车通过（以颜色标示）。,
Tobbert.TrackOneWay.FlavorDescription,呜——呜——,
Tobbert.TrackOneWay.Mode.TwoWay,双向,
Tobbert.TrackOneWay.Mode.Forward,方向 1,
Tobbert.TrackOneWay.Mode.Reverse,方向 2,
Tobbert.TrainYard.DisplayName,列车工厂,
Tobbert.TrainYard.Description,建造列车，同时兼作燃料库。备好原木和水，没燃料的列车便可来此补给。,
Tobbert.TrainYard.FlavorDescription,列车在这里诞生。,
Tobbert.TrainYard.CostOfTrain,建造 1 列列车的成本：,
Tobbert.TrainYard.CreateTrain,建造列车,
Tobbert.TrainYard.CancelBuild,取消建造,
Tobbert.TrainYard.BuildTimeLeft,剩余 {0} 小时,
Tobbert.TrainYard.PreviewErrorMessage,只能建造 1 座列车工厂,
Tobbert.Train.PrefabName,列车,
Tobbert.Train.Destroy,确定要拆除这列列车吗？,
Tobbert.GoodsStation.DisplayName,货运站,
Tobbert.GoodsStation.Description,装卸由列车运送的货物。,
Tobbert.GoodsStation.FlavorDescription,每条伟大的铁路都需要一个卸货的地方。,
Tobbert.GoodsStationWarehouse.AssociatedStation.Header,关联车站,
Tobbert.GoodsStationWarehouse.AssociatedStation.None,无接触车站,
Tobbert.GoodsStationWarehouse.ExtraSlots,额外槽位：{0},
Tobbert.GoodsStationWarehouseSmall.DisplayName,小型仓库,
Tobbert.GoodsStationWarehouseSmall.Description,紧靠货运站或置于其下方以扩展其存储容量的仓库。自身不存储任何货物。,
Tobbert.GoodsStationWarehouseSmall.FlavorDescription,为稳定的货流而设的一座朴素货棚。,
Tobbert.GoodsStationWarehouseMedium.DisplayName,中型仓库,
Tobbert.GoodsStationWarehouseMedium.Description,紧靠货运站或置于其下方以扩展其存储容量的仓库。自身不存储任何货物。,
Tobbert.GoodsStationWarehouseMedium.FlavorDescription,为日益增长的货流而设的一座宽敞货棚。,
Tobbert.GoodsStationWarehouseLarge.DisplayName,大型仓库,
Tobbert.GoodsStationWarehouseLarge.Description,紧靠货运站或置于其下方以扩展其存储容量的仓库。自身不存储任何货物。,
Tobbert.GoodsStationWarehouseLarge.FlavorDescription,为永不停歇的货运洪流而设的一座巨型货棚。,
Tobbert.GoodsStationSiloSmall.DisplayName,小型筒仓,
Tobbert.GoodsStationSiloSmall.Description,紧靠货运站以扩展其存储容量的筒仓。自身不存储任何货物。,
Tobbert.GoodsStationSiloSmall.FlavorDescription,为无尽的货流添一点余量。,
Tobbert.GoodsStationSiloMedium.DisplayName,中型筒仓,
Tobbert.GoodsStationSiloMedium.Description,紧靠货运站以扩展其存储容量的筒仓。自身不存储任何货物。,
Tobbert.GoodsStationSiloMedium.FlavorDescription,为无尽的货流添足余量。,
Tobbert.WaitingStation.DisplayName,待避站,
Tobbert.WaitingStation.Description,供闲置列车停靠、等待新指令的侧线。,
Tobbert.WaitingStation.FlavorDescription,就连列车也需要片刻的休息。,
Tobbert.Cargo.Header,货物,
Tobbert.Cargo.AddGood,添加货物,
Tobbert.Cargo.Direction.Import,输入,
Tobbert.Cargo.Direction.Export,输出,
Tobbert.Train.DisplayName,列车,
Tobbert.Train.Description,在铁路网中于各货运站之间运送货物。,
Tobbert.Train.FlavorDescription,海狸们坚称它从不误点。货物早已学会不去争辩。,
Tobbert.Train.Status.NeedFuel,燃料耗尽,
Tobbert.Train.Status.EmergencyStop,紧急停车,
Tobbert.Train.Status.Hungry,司机饿了——正返回进食,
Tobbert.Train.Status.Thirsty,司机渴了——正返回饮水,
Tobbert.Train.Status.NoPath,无法抵达目的地,
Tobbert.TrackLineTool.Prompt,拖动以铺设一条单向轨道。转弯一次即可添加道岔。按 R 或 Shift+R 切换道岔类型（转弯／T／十字）。,
Tobbert.TrackLineTool.DisplayName,轨道连线工具,
Tobbert.TrackLineTool.Description,拖出一条单向轨道，并在转弯处自动生成道岔。,
Tobbert.BatchControl.GoodsStation,货运站,
Tobbert.ChooChoo.KeyBinding.GoodsStationDistributionControlTab,货运站标签页,
