ID,Text,Comment
Tobbert.TrackOneWay.DisplayName,Straight Train Track,original ChooChoo by TobbyTheBobby
Tobbert.TrackOneWay.Description,A Track Piece that goes straight. Can be changed to be a one way signal using the toggle when clicking on it. Creates a track section between one ways that allow a single train to be on it (indicated by the colors).,
Tobbert.TrackOneWay.FlavorDescription,Choo! Choo!,
Tobbert.TrackOneWay.Mode.TwoWay,Two-way,
Tobbert.TrackOneWay.Mode.Forward,Direction 1,
Tobbert.TrackOneWay.Mode.Reverse,Direction 2,
Tobbert.TrainYard.DisplayName,Train Yard,
Tobbert.TrainYard.Description,Builds trains and doubles as a fuel depot. Keep it stocked with logs and water so dry trains can come here to refuel.,
Tobbert.TrainYard.FlavorDescription,This is where trains are born.,
Tobbert.TrainYard.CostOfTrain,Cost of 1 train:,
Tobbert.TrainYard.CreateTrain,Build train,
Tobbert.TrainYard.CancelBuild,Cancel build,
Tobbert.TrainYard.BuildTimeLeft,{0}h left,
Tobbert.TrainYard.PreviewErrorMessage,Only 1 Train Yard can be built,
Tobbert.Train.PrefabName,Train,
Tobbert.Train.Destroy,Are you sure you want to destroy this train?,
Tobbert.GoodsStation.DisplayName,Goods Station,
Tobbert.GoodsStation.Description,Loads and unloads goods carried by trains.,
Tobbert.GoodsStation.FlavorDescription,Every great railway needs a place to drop off the cargo.,
Tobbert.GoodsStationWarehouse.AssociatedStation.Header,Associated station,
Tobbert.GoodsStationWarehouse.AssociatedStation.None,No station in contact,
Tobbert.GoodsStationWarehouse.ExtraSlots,Extra slots: {0},
Tobbert.GoodsStationWarehouseSmall.DisplayName,Small Warehouse,
Tobbert.GoodsStationWarehouseSmall.Description,A warehouse placed against or below a Goods Station to expand its storage capacity. Stores nothing on its own.,
Tobbert.GoodsStationWarehouseSmall.FlavorDescription,A modest hall for the steady flow of cargo.,
Tobbert.GoodsStationWarehouseMedium.DisplayName,Medium Warehouse,
Tobbert.GoodsStationWarehouseMedium.Description,A warehouse placed against or below a Goods Station to expand its storage capacity. Stores nothing on its own.,
Tobbert.GoodsStationWarehouseMedium.FlavorDescription,A broad hall for the swelling flow of cargo.,
Tobbert.GoodsStationWarehouseLarge.DisplayName,Large Warehouse,
Tobbert.GoodsStationWarehouseLarge.Description,A warehouse placed against or below a Goods Station to expand its storage capacity. Stores nothing on its own.,
Tobbert.GoodsStationWarehouseLarge.FlavorDescription,A cavernous hall for the relentless tide of freight.,
Tobbert.GoodsStationSiloSmall.DisplayName,Small Silo,
Tobbert.GoodsStationSiloSmall.Description,A silo placed against a Goods Station to expand its storage capacity. Stores nothing on its own.,
Tobbert.GoodsStationSiloSmall.FlavorDescription,A little extra room for the endless flow of cargo.,
Tobbert.GoodsStationSiloMedium.DisplayName,Medium Silo,
Tobbert.GoodsStationSiloMedium.Description,A silo placed against a Goods Station to expand its storage capacity. Stores nothing on its own.,
Tobbert.GoodsStationSiloMedium.FlavorDescription,Plenty of extra room for the endless flow of cargo.,
Tobbert.WaitingStation.DisplayName,Waiting Station,
Tobbert.WaitingStation.Description,A siding where idle trains park and wait for new orders.,
Tobbert.WaitingStation.FlavorDescription,Even trains need a moment of rest.,
Tobbert.Cargo.Header,Cargo,
Tobbert.Cargo.AddGood,Add good,
Tobbert.Cargo.Direction.Import,Import,
Tobbert.Cargo.Direction.Export,Export,
Tobbert.Train.DisplayName,Train,
Tobbert.Train.Description,Hauls goods between Goods Stations across the rail network.,
Tobbert.Train.FlavorDescription,The beavers insist it always runs on time. The cargo has learned not to argue.,
Tobbert.Train.Status.NeedFuel,Out of fuel,
Tobbert.Train.Status.EmergencyStop,Emergency stop,
Tobbert.Train.Status.Hungry,Conductor is hungry — returning to eat,
Tobbert.Train.Status.Thirsty,Conductor is thirsty — returning to drink,
Tobbert.Train.Status.NoPath,No path to destination,
