ID,Text,Comment
HR,=================================================================,
Group.Folktails,Folktail,
Group.IronTeeth,IronTeeth,
Group.Emberpelts,Emberpelt,
Group.CharcoalBeavers,Charcoal Beavers,
Group.LeafCoats,LeafCoat,
Group.Ampears,AmpEar,
Group.Copperclaws,Copperclaw,
Group.Whitepaws,Whitepaw,
Group.PolarBeavers,Polar Beavers,
Group.IslandBeavers,Island Beavers,
Group.FrostyWhiskers,Frosty Whiskers,
Group.Dragonclaws,Dragonclaws,
Group.Dirtclaws,Dirtclaws,
Group.Badfurs,Badfurs,
HR,=================================================================,
Group.Routes,Routes,
Group.Platforms,Platforms,
Group.TreeBits,Tree Bits,
Group.PrimitiveDams,Primitive Dams,
Group.WoodenReservoirs,Wooden Reservoirs,
Group.MetalReservoirs,Metal Reservoirs,
Group.RibbedMetalReservoirs,Ribbed Metal Reservoirs,
Group.FierceMetalReservoirs,Fierce Metal Reservoirs,
Group.ValvesEtc,"Valves, Seals, Pipes, Etc",
Group.Landscaping,Landscaping,
Group.Housing,Housing,
Group.Food,Food,
Group.Fluids,Fluids,
Group.Craft,"Loggers, Basic Crafters, Etc",
Group.Automated,"Automated Farming, Forestry, Etc",
Group.Progress,Progress,
Group.Abyss,Abyss,
Group.Balloons,Balloons,
Group.Storage,Storage,
Group.Power,"Shafts, Generators, Etc",
Group.Piles,Piles,
Group.Tanks,Tanks,
Group.Depos,Depos,
Group.Batteries,Batteries,
Group.Automation,Automation,
Group.Health,Health,
Group.Pleasures,Pleasures,
Group.Covers,Covers,
Group.Decor,Decor,
Group.Awe,Awe,
HR,=================================================================,
Group.Steps,Steps,
Group.Ladders,Ladders,
Group.Bridges,Bridges,
Group.Ropeways,Ropeways,
Group.Branches,Branches,
Group.Walkways,Walkways,
Group.Passages,Passages,
Group.TubewayBridges,Tubeway Bridges,
Group.Boosters,Boosters,
Group.Gates,Gates,
HR,=================================================================,
Group.Pillars,Pillars,
Group.MetalPillars,Metal Pillars,
Group.BranchOverhangs,Branch Overhangs,
Group.Overhangs,Overhangs,
Group.MirroredOverhangs,Mirrored Overhangs,
Group.ArchOverhangs,Arch Overhangs,
Group.MetalPlatforms,Metal Platforms,
Group.OtherPlatforms,Other Platforms,
Group.Geological,Geological,
HR,=================================================================,
Group.DamDecor,Dam Decor,
Group.DamDecorLining1xN,Dam Decor Lining 1xN,
Group.DamDecorLining2xN,Dam Decor Lining 2xN,
Group.DamDecorLining3xN,Dam Decor Lining 3xN,
Group.DamSolidLining1xN,Dam Solid Lining 1xN,
Group.DamSolidLining2xN,Dam Solid Lining 2xN,
Group.DamSolidLining3xN,Dam Solid Lining 3xN,
