ID,Text,Comment
HR,======================================================================,
Group.Depos,Depos,
Group.Drinks,Drinks,
Group.Metal,Metal,
Group.Piles,Piles,
Group.Tanks,Tanks,
HR,======================================================================,
Group.Ampears,Ampears,
Group.Badfurs,Badfurs,
Group.Copperclaws,CopperClaws,
Group.CharcoalCoats,Charcoal Coats,
Group.Dirtclaws,Dirtclaws,
Group.Dragonclaws,Dragonclaws,
Group.Emberpelts,Emberpelts,
Group.Folktails,Folktails,
Group.FrostyWhiskers,Frosty Whiskers,
Group.IronTeeth,IronTeeth,
Group.IslandBeavers,Island Beavers,
Group.LeafCoats,Leaf Coats,
Group.PolarBeavers,Polar Beavers,
Group.Whitepaws,Whitepaws,
HR,======================================================================,
NewGameConfigurationPanel.Chill,Chill,
NewGameConfigurationPanel.ChillModeDescription,"Chill with year round good tides",
HR,======================================================================,
AdaptorFuel.Name,Adaptor Fuel,Plural Name
AdaptorFuel.Lone,Adaptor Fuel,Singular Name
AdaptorBot.Name,AdaptorBot #{0},"AdaptorBot #{0} says: Bee boo baa beep"
AdaptorBot.Made,Made AdaptorBot #{0},"AdaptorBot #{0} says: Hello World!"
AdaptorBot.Dead,Dead AdaptorBot #{0},"AdaptorBot #{0} says: ..."
AdaptorBot.Died,AdaptorBot #{0} broke down,"AdaptorBot #{0} said: Goodbye World"
GreedyFuel.Name,Greedy Fuel,Plural Name
GreedyFuel.Lone,Greedy Fuel,Singular Name
GreedyBot.Name,GreedyBot #{0},"GreedyBot #{0} says: Bee boo baa beep"
GreedyBot.Made,Made GreedyBot #{0},"GreedyBot #{0} says: Hello World!"
GreedyBot.Dead,Dead GreedyBot #{0},"GreedyBot #{0} says: ..."
GreedyBot.Died,GreedyBot #{0} broke down,"GreedyBot #{0} said: Goodbye World"
HR,======================================================================,
Wares.Apples.Lone,Apple,
Wares.Apples.Name,Apples,
Wares.BambooShoots.Lone,Bamboo Shoot,
Wares.BambooShoots.Name,Bamboo Shoots,
Wares.Bananas.Lone,Banana,
Wares.Bananas.Name,Bananas,
Wares.Bark.Name,Bark,
Wares.Beetroot.Name,Beetroot,
Wares.Blueberries.Name,Blueberries,
Wares.BotBlocks.Lone,Bot Power Block,
Wares.BotBlocks.Name,Bot Power Blocks,
Wares.Branches.Name,Branches,
Wares.Cabbages.Lone,Cabbage,
Wares.Cabbages.Name,Cabbages,
Wares.CanolaOil.Name,Canola Oil,
Wares.CanolaSeeds.Name,Canola Seeds,
Wares.Carrots.Name,Carrots,
Wares.Cassava.Name,Cassava,
Wares.CattailRoots.Name,Cattail Roots,
Wares.Chestnuts.Name,Chestnuts,
Wares.Clay.Name,Clay,
Wares.CoffeeBeans.Name,Coffee Beans,
Wares.Coffee.Name,Coffee,
Wares.Coal.Name,Coal,
Wares.Corn.Name,Corn,
Wares.Coltsfoot.Name,Coltsfoot,
Wares.Dandelions.Name,Dandelions,
Wares.DurumWheat.Name,Durum Wheat,
Wares.EfficientMetalBlock.Name,Efficient Metal Blocks,
Wares.Eggplants.Name,Eggplants,
Wares.GoldBars.Lone,Gold Bar,
Wares.GoldBars.Name,Gold Bars,
Wares.GoldDust.Name,Gold Dust,
Wares.GrapeJuice.Name,Grape Juice,
Wares.Grapes.Name,Grapes,
Wares.GreenGrapeJuice.Name,Green Grape Juice,
Wares.GreenGrapes.Name,Green Grapes,
Wares.GreenPeas.Lone,Green Pea,
Wares.GreenPeas.Name,Green Peas,
Wares.GiantLogs.Lone,Giant Log,
Wares.GiantLogs.Name,Giant Logs,
Wares.Juice.Name,Juice,
Wares.Kohlrabi.Name,Kohlrabi,
Wares.Leaves.Name,Leaves,
Wares.LotusFlowers.Lone,Lotus Flower,
Wares.LotusFlowers.Name,Lotus Flowers,
Wares.Maize.Name,Maize,
Wares.MangroveFruits.Name,Mangrove Fruits,
Wares.MapleSyrup.Name,Maple Syrup,
Wares.MeanFlowers.Lone,Mean Flower,
Wares.MeanFlowers.Name,Mean Flowers,
Wares.MustardOil.Name,Mustard Oil,
Wares.MustardSeeds.Name,Mustard Seeds,
Wares.NuclearFuel.Name,Nuclear Fuel,
Wares.NuclearWaste.Name,Nuclear Waste,
Wares.Nenuphar.Name,Nenuphar,
Wares.Parsnips.Lone,Parsnip,
Wares.Parsnips.Name,Parsnips,
Wares.Peppers.Name,Peppers,
Wares.PineResin.Name,Pine Resin,
Wares.PlantFibers.Lone,Plant Fiber,
Wares.PlantFibers.Name,Plant Fibers,
Wares.Potatoes.Name,Potatoes,
Wares.Pumpkins.Lone,Pumpkin,
Wares.Pumpkins.Name,Pumpkins,
Wares.Radishes.Name,Radishes,
Wares.RedCabbages.Name,Red Cabbages,
Wares.RedGrapeJuice.Name,Red Grape Juice,
Wares.RedGrapes.Name,Red Grapes,
Wares.RiceGrains.Name,Rice Grains,
Wares.RushedGrapeJuice.Name,Rushed Grape Juice,
Wares.RushedGreenGrapeJuice.Name,Rushed Green Grape Juice,
Wares.RushedRedGrapeJuice.Name,Rushed Red Grape Juice,
Wares.Salt.Name,Salt,
Wares.Soybeans.Name,Soybeans,
Wares.Spadderdock.Name,Spadderdock,
Wares.Stone.Name,Stone,
Wares.SugarCane.Name,Sugar Cane,
Wares.SunflowerSeeds.Name,Sunflower Seeds,
Wares.Tomatoes.Name,Tomatoes,
Wares.Wheat.Name,Wheat,
