ID,Text,Comment
Faction.Emberpelts.DisplayName,Emberpelts,Name of a faction
Faction.Charcoal.DisplayName,Charcoal,
Faction.Emberpelts.Description,"The Emberpelts have an affinity for the colour red, and like to stay warm. Sometimes they just like to watch things burn.
They don't like getting their fur wet.
Their motto: <i>Hearts of fire.</i>",Description of a beaver faction
Bot.DisplayName.Emberpelts,Emberbot {0},Bot name
Good.Brick.DisplayName,Brick,Item Name
Good.Brick.PluralDisplayName,Bricks,Plural Item Name
Good.Clay.DisplayName,Clay,Item Name
Good.Clay.PluralDisplayName,Clay,Plural Item Name
Good.Coal.DisplayName,Charcoal,Item Name
Good.Coal.PluralDisplayName,Charcoal,Plural Item Name
Good.Apple.DisplayName,Apple,Item Name
Good.Apple.PluralDisplayName,Apples,Plural Item Name
Good.AppleJuice.DisplayName,Apple juice,Item Name
Good.AppleJuice.PluralDisplayName,Apple juice,Plural Item Name
Good.Radish.DisplayName,Radish,
Good.Radish.PluralDisplayName,Radishes,
Good.Tomato.DisplayName,Tomato,
Good.Tomato.PluralDisplayName,Tomatoes,
Good.TomatoJuice.DisplayName,Tomato juice,
Good.TomatoJuice.PluralDisplayName,Tomato juice,
Good.Beetroot.DisplayName,Beet,
Good.Beetroot.PluralDisplayName,Beets,
Good.RedJuice.DisplayName,Beet and Radish juice,
Good.RedJuice.PluralDisplayName,Beet and Radish juice,
Good.CornJuice.DisplayName,Corn juice,
Good.CornJuice.PluralDisplayName,Corn juice,
Good.Pepper.DisplayName,Bell pepper,
Good.Pepper.PluralDisplayName,Bell peppers,
Good.Cornmeal.DisplayName,Cornmeal,
Good.Cornmeal.PluralDisplayName,Cornmeal,
Good.GrilledCorn.DisplayName,Grilled corn,
Good.GrilledCorn.PluralDisplayName,Grilled corn,
Good.GrilledPepper.DisplayName,Grilled bell pepper,
Good.GrilledPepper.PluralDisplayName,Grilled bell peppers,
Good.ApplePie.DisplayName,Apple Pie,
Good.ApplePie.PluralDisplayName,Apple Pies,
Good.Cornbread.DisplayName,Cornbread,
Good.Cornbread.PluralDisplayName,Cornbread,
Good.BakedBeetroot.DisplayName,Baked beet,
Good.BakedBeetroot.PluralDisplayName,Baked beets,
Good.StuffedPepper.DisplayName,Stuffed pepper,
Good.StuffedPepper.PluralDisplayName,Stuffed peppers,
Good.Fuel.DisplayName,Fuel,
Good.Fuel.PluralDisplayName,Fuel,
Good.Lubricant.DisplayName,Lubricant,
Good.Lubricant.PluralDisplayName,Lubricant,
Manufactory.Recipe.FuelRadish,Fuel (Radishes),
Manufactory.Recipe.FuelBeetroot,Fuel (Beets),
Manufactory.Recipe.FuelCanola,Fuel (Canola seeds),
Manufactory.Recipe.FuelCorn,Fuel (Corn),
Manufactory.Recipe.FuelBadwater,Fuel (Badwater),
Building.HalfRoof1x1.DisplayName,Half-Roof 1x1,
Building.HalfRoof1x2.DisplayName,Half-Roof 1x2,
Building.HalfRoof2x1.DisplayName,Half-Roof 2x1,
Building.HalfRoof2x2.DisplayName,Half-Roof 2x2,
Building.Lodge.Emberpelts.FlavorDescription,A lodge was just a lodge.,
Building.BigLodge.DisplayName,Large Lodge,
Building.BigLodge.Description,Triple the size of the Lodge.,
Building.BigLodge.FlavorDescription,Plenty of room.,
Building.VerticalLodge.DisplayName,Vertical Lodge,
Building.VerticalLodge.Description,A lodge built upwards,
Building.VerticalLodge.FlavorDescription,The sky's the limit!,
Building.DoubleVerticalLodge.DisplayName,Double Vertical Lodge,
Building.DoubleVerticalLodge.Description,It's like two of them on top of each other.,
Building.DoubleVerticalLodge.FlavorDescription,Bigger! Taller!,
Building.TenementLodge.DisplayName,Tenement Lodge,
Building.TenementLodge.Description,A very large and tall place to spend the night.,
Building.TenementLodge.FlavorDescription,Try not to burn the place down.,
Building.Press.DisplayName,Press,
Building.Press.Description,Squeezes oil or juice out of suitable plants.,
Building.Press.FlavorDescription,Curious kits use it to squash anything from cookies to pine cones.,
Building.Path2.DisplayName,Path with railings,
Building.Path2.Description,"This version of path always has railings.",
Building.Path3.DisplayName,Wooden Path,
Building.Path3.Description,"This version of path is made of wood.",
