ID,Text,Comment
Faction.LeafCoats.DisplayName,Leaf Coats,
Faction.LeafCoats.Description,"The Leaf Coats have an affinity for trees and plantlife in general. They like to build in a way that mimics nature, including an expansive structure that resembles a giant tree.
Their motto: <i>The way of the Tree.</i>",
Bot.DisplayName.LeafCoats,Treebot {0},Bot name
Building.DistrictCenter.FlavorDescription.LeafCoats,"""The way of the Tree."" —LeafCoats motto",
Building.Levee.Curved.DisplayName,Curved Levee,
Building.HousingUnit.Small.LeafCoats.DisplayName,Small Housing Unit,
Building.HousingUnit.Small.LeafCoats.FlavorDescription,It's better than sleeping on the ground.,
Building.HousingUnit.Medium.LeafCoats.DisplayName,Medium Housing Unit,
Building.HousingUnit.Medium.LeafCoats.FlavorDescription,A starter home.,
Building.HousingUnit.LeafCoats.DisplayName,Housing Unit,
Building.HousingUnit.LeafCoats.Description,A Housing Unit shaped like a slice of tree trunk,
Building.HousingUnit.LeafCoats.FlavorDescription,The sky's the limit!,
Building.HousingUnit.Double.LeafCoats.DisplayName,Double Housing Unit,
Building.HousingUnit.Double.LeafCoats.Description,It's like two of them on top of each other.,
Building.HousingUnit.Double.LeafCoats.FlavorDescription,Bigger! Taller!,
Building.MediumPile.DisplayName,Medium Pile,
Building.Path2.LeafCoats.DisplayName,Path with railings,
Building.Path2.LeafCoats.Description,"This version of path always has railings.",
Building.Path3.LeafCoats.DisplayName,Path railings,
Building.Path3.LeafCoats.Description,"This version of path only has railings.",
Building.Path4.LeafCoats.DisplayName,Path with Hedge,
Building.Path4.LeafCoats.Description,"This version of path had a hedge border.",
Building.Path5.LeafCoats.DisplayName,Hedge Path,
Building.Path5.LeafCoats.Description,"This version of path is only a hedge border.",
Building.Floodgate.Flat.DisplayName,Flat top Floodgate,
Building.DoubleFloodgate.Flat.DisplayName,Flat top Double Floodgate,
Building.TripleFloodgate.Flat.DisplayName,Flat top Triple Floodgate,
Building.Floodgate.Flat.Description,Blocks water up to an adjustable height. A new more compact design to allow you to build on top of them.,
Building.Branch.DisplayName,Branch,
Building.Branch.Description,A Branch. It can connect to the side of many Tree-style buildings. Some buildings will want to connect to Branches rather than Paths.,
Building.Branch.Bridge.DisplayName,Branch Bridge,
Building.Branch.Entrance.DisplayName,Branch Entrance,
Building.Branch.Entrance.Description,A Branch piece with a Path connection. This allows beavers to pass between Paths and Branches.,
Building.TreeTrunk.Side.DisplayName,Treetrunk Side Block,
Building.TreeTrunk.Corner.DisplayName,Treetrunk Corner Block,
Building.TreeTrunk.Description,A decorative block to fill gaps in the tree structure,
Building.TreeTrunk.Branch.DisplayName,Treetrunk Side Block with Branch access,
Building.TreeTrunk.Branch.Description,"A Treetrunk Side Block with a Door on one side, and Branch connection on the other. This allows beavers to pass between Paths (or the tree central access shaft) and a Branch.",
Building.Grinder.DisplayName,Grinder,
Building.Grinder.Description,Grinds scrap metal into metal blocks.,
Building.DirtExcavator.FlavorDescription.LeafCoats,"The most agressive tree root",
Building.PowerDam.DisplayName,Power Dam,
Building.PowerDam.Description,"A Dam with a built in Water Wheel to generate Power.
Power Shaft connections are only at the sides opposite expected water flow direction.",
Building.PowerLevee.DisplayName,Power Levee,
Building.PowerLevee.Description,A Levee with an internal Power Shaft,
Building.VerticalPowerShaftTunnel.DisplayName,Vertical Power Shaft Tunnel,
Building.LeveeTunnel.DisplayName,Levee Tunnel,
Building.PowerLeveeTunnel.DisplayName,Power Levee Tunnel,
Building.TunnelOther.Description,"Tunnels through terrain, replacing it with another building. Use the layer tool to see under terrain or structures.",
Building.PowerTreadmill.DisplayName,Power Treadmill,
Building.Garden.DisplayName,Garden,
Building.ObservationTerrace.DisplayName,Observation Terrace,
Building.Plaza.DisplayName,Plaza,
Building.PruningFlag.DisplayName,Pruning Flag,
Building.DiggerFlag.DisplayName,Digger Flag,
Building.DiggerFlag.Description,Collects Dirt from Loose Dirt.,
Building.DiggerFlag.FlavorDescription,Doesn't put the dirt in jars,
Building.LooseDirt.DisplayName,Loose Dirt,
Building.LooseDirt.Description,Terrain ready to be further demolished. Drops dirt when removed.,Dirt ready to be collected by beavers working at the Digger Flag
Building.LooseDirt.FlavorDescription,Digging the whole day through!,
Building.LoosenDirt.DisplayName,Loosen Terrain,
Building.LoosenDirt.Description,"Convert this terrain block into Loose Dirt, which can then be removed.
Can only be used on the surface.",
Building.RemoveDirt.DisplayName,Remove Terrain,
Building.RemoveDirt.Description,"Beavers will remove this terrain block.
• <RedHighlight>Warning:</RedHighlight> Objects supported by this terrain block will collapse!",
Building.LumberPress.DisplayName,Lumber Press,
Building.LumberPress.Description,Glues Branches together into artificial Logs or Planks.,
Building.LumberPress.FlavorDescription,A healthy alternative to tree murder,
Building.ToolFactory.DisplayName,Tool Factory,
Building.ToolFactory.Description,For creating terraforming tools.,
Building.FoodProcessor.DisplayName,Food Processor,
Building.FoodProcessor.Description,Processes ingredients into food.,
Building.Pile.DisplayName,Pile,
Building.Warehouse.DisplayName,Warehouse,
Building.DecorativeFloor.DisplayName,Decorative Floor,
Building.DecorativeFloor.Description,"Purely decorative floor panelling.",
Building.LeveeZiplineBeam.DisplayName,Levee with Zipline Beam,
Building.BotAssembler.Description.LeafCoats,"Assembles autonomous bots, who can assist beavers in their everyday tasks.
Designed to be placed on top of the Bot Part Factory when built in the tree.",
Tobbert.Ladder.DisplayName,Ladder,-
Tobbert.Ladder.Description,A platform that has a ladder inside.,-
Tobbert.Ladder.FlavorDiscription,''But how are they supposed to hold their items?'' -Pmduda,-
Good.Leaf.DisplayName,Leaf,
Good.Leaf.PluralDisplayName,Leaves,
Good.Bark.DisplayName,Bark,
Good.Bark.PluralDisplayName,Bark,
Good.Branch.DisplayName,Branch,
Good.Branch.PluralDisplayName,Branches,
Good.Shovel.DisplayName,Shovel,
Good.Shovel.PluralDisplayName,Shovels,
Good.Apple.DisplayName,Apple,Item Name
Good.Apple.PluralDisplayName,Apples,Plural Item Name
Good.Lubricant.DisplayName,Lubricant,
Good.Lubricant.PluralDisplayName,Lubricant,
Good.ChestnutFlour.DisplayName,Chestnut Flour,
Good.ChestnutFlour.PluralDisplayName,Chestnut Flour,
Good.FermentedChestnut.DisplayName,Fermented Chestnut,
Good.FermentedChestnut.PluralDisplayName,Fermented Chestnuts,
Good.FermentedDandelion.DisplayName,Fermented Dandelion,
Good.FermentedDandelion.PluralDisplayName,Fermented Dandelions,
Good.FermentedFruit.DisplayName,Fermented Fruit,
Good.FermentedFruit.PluralDisplayName,Fermented Fruit,
Good.Grapes.DisplayName,Grapes,
Good.Grapes.PluralDisplayName,Grapes,
Good.FancyApples.DisplayName,Fancy Apple,
Good.FancyApples.PluralDisplayName,Fancy Apples,
Good.FruitSalad.DisplayName,Fruit Salad,
Good.FruitSalad.PluralDisplayName,Fruit Salad,
NaturalResource.AppleTree.DisplayName,Apple Tree,
NaturalResource.AppleTree.FlavorDescription,The seeds were brought by travelers from faraway lands.,
NaturalResource.GrapeVine.DisplayName,Grape Vine,
NaturalResource.GrapeVine.FlavorDescription,Grapes are a great upgrade from berries.,
ToolGroups.Platforms,Platforms and Overhangs,
ToolGroups.TreeBuildings,Tree Structure,
ToolGroups.Industry,Industry,
ToolGroups.Bridges,Bridges,
Zipline.DisplayName,Ziplines,
NaturalResource.Eucalyptus.DisplayName,Eucalyptus,
NaturalResource.Eucalyptus.FlavorDescription,"Eucalyptus trees shed bark, lets put it to good use!",
NaturalResource.Willow.DisplayName,Willow,
NaturalResource.Willow.FlavorDescription,"Willow treese produce lots of branches, and should be pruned regularly.",
Need.PlantMurderer.DisplayName,Plant Murderer,
Building.MetalPlatform3x3.Ladder.DisplayName,Metal Platform 3x3 with Ladder,
Building.MetalPlatform5x5.Ladder.DisplayName,Metal Platform 5x5 with Ladder,
Building.DistrictGate.Description,Separates districts.,
Building.DistrictGate.DisplayName,District Gate,
Building.DistrictGate.FlavorDescription,You must gather your supplies before venturing forth.,
