ID,Text,Comment
Tobbert.TrackOneWay.DisplayName,Einbahngleis,
Tobbert.TrackOneWay.Description,"Sagt den Zügen, dass sie nur auf der grünen Seite durchfahren können. Erzeugt einen Gleisabschnitt zwischen Einbahngleisen, auf dem ein einzelner Zug fahren kann (durch Farben gekennzeichnet). Kann in ein Gleis Gerade umgewandelt werden, indem man auf das Feld klickt.",
Tobbert.TrackOneWay.FlavorDescription,Du... Sollst... Passieren...,
Tobbert.TrackOneWay.Mode.TwoWay,Beidseitig,
Tobbert.TrackOneWay.Mode.Forward,Richtung 1,
Tobbert.TrackOneWay.Mode.Reverse,Richtung 2,
Tobbert.TrainYard.DisplayName,Zugfabrik,
Tobbert.TrainYard.Description,"Baut Züge und dient zugleich als Treibstoffdepot. Halte es mit Baumstämmen und Wasser bestückt, damit leere Züge hier auftanken können.",
Tobbert.TrainYard.FlavorDescription,Hier werden Züge geboren.,
Tobbert.TrainYard.CostOfTrain,Kosten für 1 Zug:,
Tobbert.TrainYard.CreateTrain,Zug herstellen,
Tobbert.TrainYard.CancelBuild,Bau abbrechen,
Tobbert.TrainYard.BuildTimeLeft,noch {0} h,
Tobbert.TrainYard.PreviewErrorMessage,Es kann nur 1 Zugfabrik gebaut werden,
Tobbert.Train.PrefabName,Zug,
Tobbert.Train.Destroy,Soll der Zug wirklich zerstört werden?,
Tobbert.GoodsStation.DisplayName,Güterbahnhof,
Tobbert.GoodsStation.Description,"Verlädt und entlädt Güter, die von Zügen transportiert werden.",
Tobbert.GoodsStation.FlavorDescription,"Jede große Eisenbahn braucht einen Ort, an dem die Fracht abgeladen wird.",
Tobbert.GoodsStationWarehouse.AssociatedStation.Header,Zugehöriger Bahnhof,
Tobbert.GoodsStationWarehouse.AssociatedStation.None,Kein Bahnhof in Kontakt,
Tobbert.GoodsStationWarehouse.ExtraSlots,Zusätzliche Plätze: {0},
Tobbert.GoodsStationWarehouseSmall.DisplayName,Kleines Lagerhaus,
Tobbert.GoodsStationWarehouseSmall.Description,"Ein Lagerhaus, das an einen Güterbahnhof oder darunter gestellt wird, um dessen Lagerkapazität zu erweitern. Lagert selbst nichts.",
Tobbert.GoodsStationWarehouseSmall.FlavorDescription,Eine bescheidene Halle für den stetigen Fluss der Fracht.,
Tobbert.GoodsStationWarehouseMedium.DisplayName,Mittleres Lagerhaus,
Tobbert.GoodsStationWarehouseMedium.Description,"Ein Lagerhaus, das an einen Güterbahnhof oder darunter gestellt wird, um dessen Lagerkapazität zu erweitern. Lagert selbst nichts.",
Tobbert.GoodsStationWarehouseMedium.FlavorDescription,Eine weite Halle für den anschwellenden Fluss der Fracht.,
Tobbert.GoodsStationWarehouseLarge.DisplayName,Großes Lagerhaus,
Tobbert.GoodsStationWarehouseLarge.Description,"Ein Lagerhaus, das an einen Güterbahnhof oder darunter gestellt wird, um dessen Lagerkapazität zu erweitern. Lagert selbst nichts.",
Tobbert.GoodsStationWarehouseLarge.FlavorDescription,Eine gewaltige Halle für die unaufhörliche Flut der Fracht.,
Tobbert.GoodsStationSiloSmall.DisplayName,Kleines Silo,
Tobbert.GoodsStationSiloSmall.Description,"Ein Silo, das an einen Güterbahnhof gestellt wird, um dessen Lagerkapazität zu erweitern. Lagert selbst nichts.",
Tobbert.GoodsStationSiloSmall.FlavorDescription,Ein wenig zusätzlicher Raum für den endlosen Fluss der Fracht.,
Tobbert.GoodsStationSiloMedium.DisplayName,Mittleres Silo,
Tobbert.GoodsStationSiloMedium.Description,"Ein Silo, das an einen Güterbahnhof gestellt wird, um dessen Lagerkapazität zu erweitern. Lagert selbst nichts.",
Tobbert.GoodsStationSiloMedium.FlavorDescription,Reichlich zusätzlicher Raum für den endlosen Fluss der Fracht.,
Tobbert.WaitingStation.DisplayName,Wartestation,
Tobbert.WaitingStation.Description,"Ein Abstellgleis, auf dem untätige Züge parken und auf neue Aufträge warten.",
Tobbert.WaitingStation.FlavorDescription,Auch Züge brauchen einen Moment der Ruhe.,
Tobbert.Cargo.Header,Fracht,
Tobbert.Cargo.AddGood,Ware hinzufügen,
Tobbert.Cargo.Direction.Import,Import,
Tobbert.Cargo.Direction.Export,Export,
Tobbert.Train.DisplayName,Zug,
Tobbert.Train.Description,Befördert Güter zwischen Güterbahnhöfen über das Schienennetz.,
Tobbert.Train.FlavorDescription,"Die Biber bestehen darauf, dass er immer pünktlich fährt. Die Fracht hat gelernt, nicht zu widersprechen.",
Tobbert.Train.Status.NeedFuel,Kein Treibstoff,
Tobbert.Train.Status.EmergencyStop,Nothalt,
Tobbert.Train.Status.Hungry,Lokführer ist hungrig — kehrt zum Essen zurück,
Tobbert.Train.Status.Thirsty,Lokführer ist durstig — kehrt zum Trinken zurück,
Tobbert.Train.Status.NoPath,Kein Weg zum Ziel,
Tobbert.TrackLineTool.Prompt,"Ziehen, um eine Linie aus Einbahngleisen zu legen. Einmal abbiegen, um eine Kreuzung einzufügen. R oder Shift+R wechselt das Kreuzungsstück (Kurve / T / Kreuzung).",
Tobbert.TrackLineTool.DisplayName,Gleislinien-Werkzeug,
Tobbert.TrackLineTool.Description,Zieht eine Linie aus Einbahngleisen mit automatischer Kreuzung an der Biegung.,
Tobbert.BatchControl.GoodsStation,Güterbahnhöfe,
Tobbert.ChooChoo.KeyBinding.GoodsStationDistributionControlTab,Reiter „Güterbahnhöfe“,
Tobbert.GoodsStation.Distribution.Header,Verteilte Güter,
Tobbert.BatchControl.DistributionDisabled,Nicht verteilt,
Tobbert.BatchControl.DistributionDisabled.Description,Diese Ware wird an diesem Bahnhof weder versendet noch empfangen.,
Tobbert.BatchControl.DistributionSending,Versenden,
Tobbert.BatchControl.DistributionSending.Description,Diese Ware wird auf Züge verladen und an andere Bahnhöfe versendet.,
Tobbert.BatchControl.DistributionReceiving,Empfangen,
Tobbert.BatchControl.DistributionReceiving.Description,Diese Ware wird von Zügen entladen und an diesem Bahnhof gelagert.,
Tobbert.BatchControl.DistributionDisabledAll,Verteilung aller Waren stoppen,
Tobbert.BatchControl.DistributionSendingAll,Alle Waren versenden,
Tobbert.BatchControl.DistributionReceivingAll,Alle Waren empfangen,
Tobbert.BatchControl.GoodsSlots,Warenplätze: {0}/{1},
Tobbert.BatchControl.DecreaseMaximum,Menge verringern,
Tobbert.BatchControl.DecreaseMaximum.Description,Linksklick: -1. Rechtsklick: -10.,
Tobbert.BatchControl.IncreaseMaximum,Menge erhöhen,
Tobbert.BatchControl.IncreaseMaximum.Description,Linksklick: +1. Rechtsklick: +10.,
Tobbert.GoodsStation.Distribution.Disabled.Info,Nicht verteilt,
Tobbert.GoodsStation.Distribution.Sending.Info,Per Zug versendet,
Tobbert.GoodsStation.Distribution.Receiving.Info,Per Zug empfangen,
Tobbert.GoodsStation.Sending.Header,Versand,
Tobbert.GoodsStation.Receiving.Header,Empfang,
Tobbert.TrainYard.FuelDepotOn,Treibstoffdepot: EIN,
Tobbert.TrainYard.FuelDepotOff,Treibstoffdepot: AUS,
Tobbert.ToolGroup.Trains,Züge,
Tobbert.ChooChoo.KeyBindingGroup.ChooChoo,Choo! Choo!,
Tobbert.TrackCorner1x1.DisplayName,Gleis Kurve 1x1,
Tobbert.TrackCorner1x1.Description,"Ein Gleisstück, das eine enge Kurve fährt.",
Tobbert.TrackCorner1x1.FlavorDescription,Könnte ein bisschen eng sein.,
Tobbert.TrackCorner2x2.DisplayName,Gleis Kurve 2x2,
Tobbert.TrackCorner2x2.Description,"Ein breiteres Gleisstück, das Züge in einer sanfteren Kurve führt. Sanftere Kurven erlauben höhere Geschwindigkeit.",
Tobbert.TrackCorner2x2.FlavorDescription,Was für eine schön anzusehende Kurve.,
Tobbert.TrackCrossing.DisplayName,Gleisübergang,
Tobbert.TrackCrossing.Description,"Ein Feld, auf dem Biber die Gleise zu Fuß überqueren können.",
Tobbert.TrackCrossing.FlavorDescription,Dieser Zug nähert sich sehr schn-,
Tobbert.TrackHillStart.DisplayName,Gleis Steigung,
Tobbert.TrackHillStart.Description,"Ein Gleis, auf dem Züge Steigungen hinauf- und hinabfahren.",
Tobbert.TrackHillStart.FlavorDescription,Ist der Zug nicht ein bisschen zu schwer?,
Tobbert.TrackTIntersection1x1.DisplayName,Gleis T-Kreuzung 1x1,
Tobbert.TrackTIntersection1x1.Description,"Eine T-förmige Kreuzung, an der drei Gleise zusammentreffen.",
Tobbert.TrackTIntersection1x1.FlavorDescription,Welchen Weg soll ich einschlagen?,
Tobbert.TrackTIntersection2x3.DisplayName,Gleis T-Kreuzung 2x3,
Tobbert.TrackTIntersection2x3.Description,"Eine größere T-förmige Kreuzung, an der drei Gleise zusammentreffen. Ihre sanfteren Kurven erlauben höhere Geschwindigkeit.",
Tobbert.TrackTIntersection2x3.FlavorDescription,Wohin werden diese Wege führen?,
Tobbert.TrackXIntersection1x1.DisplayName,Gleis X-Kreuzung 1x1,
Tobbert.TrackXIntersection1x1.Description,"Eine X-förmige Kreuzung, an der vier Gleise zusammentreffen.",
Tobbert.TrackXIntersection1x1.FlavorDescription,So viele Optionen!,
Tobbert.TrackXIntersection3x3.DisplayName,Gleis X-Kreuzung 3x3,
Tobbert.TrackXIntersection3x3.Description,"Eine größere X-förmige Kreuzung, an der vier Gleise zusammentreffen. Ihre sanfteren Kurven erlauben höhere Geschwindigkeit.",
Tobbert.TrackXIntersection3x3.FlavorDescription,"Ich kann mich einfach nicht entscheiden, wohin ich fahren soll.",
Tobbert.TrackRIntersection2x3.DisplayName,Gleis Weiche 2x3,
Tobbert.TrackRIntersection2x3.Description,"Eine Weiche, die Züge von einem Gleis auf ein anderes wechseln lässt. Ihre sanfte Kurve erlaubt höhere Geschwindigkeit.",
Tobbert.TrackRIntersection2x3.FlavorDescription,Wohin geht die Reise?,
Tobbert.Train.FuelHeader,Treibstoff,
Tobbert.Train.FuelReserves,Treibstoff reicht noch {0} h,
Tobbert.Train.NoConductorShort,Kein Lokführer,
