ID,Text,Comment
Tobbert.TrackOneWay.DisplayName,Voie droite,
Tobbert.TrackOneWay.Description,Un élément de voie qui va tout droit. Un clic permet de le transformer en signal à sens unique. Crée entre deux sens uniques une section de voie où un seul train peut circuler (indiquée par les couleurs).,
Tobbert.TrackOneWay.FlavorDescription,Tchou ! Tchou !,
Tobbert.TrackOneWay.Mode.TwoWay,Traversant,
Tobbert.TrackOneWay.Mode.Forward,Sens 1,
Tobbert.TrackOneWay.Mode.Reverse,Sens 2,
Tobbert.TrainYard.DisplayName,Dépôt ferroviaire,
Tobbert.TrainYard.Description,Construit des trains et fait aussi office de dépôt de carburant. Gardez-le approvisionné en rondins et en eau pour que les trains à sec viennent s'y ravitailler.,
Tobbert.TrainYard.FlavorDescription,C'est ici que naissent les trains.,
Tobbert.TrainYard.CostOfTrain,Coût d'un train :,
Tobbert.TrainYard.CreateTrain,Construire un train,
Tobbert.TrainYard.CancelBuild,Annuler la construction,
Tobbert.TrainYard.BuildTimeLeft,{0} h restantes,
Tobbert.TrainYard.PreviewErrorMessage,Un seul dépôt ferroviaire peut être construit,
Tobbert.Train.PrefabName,Train,
Tobbert.Train.Destroy,Voulez-vous vraiment détruire ce train ?,
Tobbert.GoodsStation.DisplayName,Gare de marchandises,
Tobbert.GoodsStation.Description,Charge et décharge les marchandises transportées par les trains.,
Tobbert.GoodsStation.FlavorDescription,Tout grand réseau ferroviaire a besoin d'un endroit où déposer le fret.,
Tobbert.GoodsStationWarehouse.AssociatedStation.Header,Gare associée,
Tobbert.GoodsStationWarehouse.AssociatedStation.None,Aucune gare en contact,
Tobbert.GoodsStationWarehouse.ExtraSlots,Emplacements supplémentaires : {0},
Tobbert.GoodsStationWarehouseSmall.DisplayName,Petit entrepôt,
Tobbert.GoodsStationWarehouseSmall.Description,Un entrepôt placé contre une gare de marchandises ou en dessous pour étendre sa capacité de stockage. Ne stocke rien par lui-même.,
Tobbert.GoodsStationWarehouseSmall.FlavorDescription,Une halle modeste pour le flux régulier du fret.,
Tobbert.GoodsStationWarehouseMedium.DisplayName,Entrepôt moyen,
Tobbert.GoodsStationWarehouseMedium.Description,Un entrepôt placé contre une gare de marchandises ou en dessous pour étendre sa capacité de stockage. Ne stocke rien par lui-même.,
Tobbert.GoodsStationWarehouseMedium.FlavorDescription,Une vaste halle pour le flux grandissant du fret.,
Tobbert.GoodsStationWarehouseLarge.DisplayName,Grand entrepôt,
Tobbert.GoodsStationWarehouseLarge.Description,Un entrepôt placé contre une gare de marchandises ou en dessous pour étendre sa capacité de stockage. Ne stocke rien par lui-même.,
Tobbert.GoodsStationWarehouseLarge.FlavorDescription,Une halle caverneuse pour le flot incessant du fret.,
Tobbert.GoodsStationSiloSmall.DisplayName,Petit silo,
Tobbert.GoodsStationSiloSmall.Description,Un silo placé contre une gare de marchandises pour étendre sa capacité de stockage. Ne stocke rien par lui-même.,
Tobbert.GoodsStationSiloSmall.FlavorDescription,Un peu d'espace en plus pour le flux sans fin du fret.,
Tobbert.GoodsStationSiloMedium.DisplayName,Silo moyen,
Tobbert.GoodsStationSiloMedium.Description,Un silo placé contre une gare de marchandises pour étendre sa capacité de stockage. Ne stocke rien par lui-même.,
Tobbert.GoodsStationSiloMedium.FlavorDescription,Beaucoup d'espace en plus pour le flux sans fin du fret.,
Tobbert.WaitingStation.DisplayName,Gare d'attente,
Tobbert.WaitingStation.Description,Une voie de garage où les trains inactifs se rangent en attendant de nouveaux ordres.,
Tobbert.WaitingStation.FlavorDescription,Même les trains ont besoin d'un moment de repos.,
Tobbert.Cargo.Header,Cargaison,
Tobbert.Cargo.AddGood,Ajouter une marchandise,
Tobbert.Cargo.Direction.Import,Import,
Tobbert.Cargo.Direction.Export,Export,
Tobbert.Train.DisplayName,Train,
Tobbert.Train.Description,Achemine les marchandises entre les gares de marchandises à travers le réseau ferroviaire.,
