ID,Text,Comment
Grauschweif.Building.Lantern.DisplayName,"Wooden Lantern",
Grauschweif.Building.Lantern.FlavorDescription,"“'t's a fine glim for ma cabbages” a farmer beaver",
Grauschweif.Building.StoneLantern.DisplayName,"Stone Lantern",
Grauschweif.Building.StoneLantern.FlavorDescription,"“Perfectly safe” a miner's memo",
Grauschweif.Building.StoneSquareLantern.FlavorDescription,"A small light",
Grauschweif.Building.PaperLantern.DisplayName,"Paper Lantern",
Grauschweif.Building.PaperLantern.FlavorDescription,"A candle in a paper bag? Stuck to a house?",
Grauschweif.DecorationGroup.DisplayName,"G's Decorations","Tool group label"
Grauschweif.Building.FestiveLantern.DisplayName,"Festive Lanterns",
Grauschweif.Building.FestiveLantern.FlavorDescription,"Reminds me of summer.",
Grauschweif.Building.SmallGate.DisplayName,"Small Gate",
Grauschweif.Building.SmallGate.Description,"A small decoration alongside roads.",
Grauschweif.Building.SmallGate.FlavorDescription,"A snack on every path.",
Grauschweif.Building.MediumGate.DisplayName,"Stone Gate",
Grauschweif.Building.MediumGate.Description,"A big gate.",
Grauschweif.Building.MediumGate.FlavorDescription,"A solid gate.",
Grauschweif.Building.HugeGate.DisplayName,"Decorative Gate",
Grauschweif.Building.HugeGate.Description,"A very big decorative gate.",
Grauschweif.Building.HugeGate.FlavorDescription,"Huge",
Grauschweif.Floats.Lantern.DisplayName,"Floating Lantern",
Grauschweif.Floats.Lantern.Description,"Will last another <i>{0} hours</i>.",
Grauschweif.Floats.Lantern.FlavorDescription,"A gentle light",
Grauschweif.Building.FloatDispatcher.DisplayName,"Float Dispatcher",
Grauschweif.Building.FloatDispatcher.Description,"A simple contraption. WORK-IN-PROGRESS will slowly add inventory need and make it connect to district, floodable, etc..","Generic description"
Grauschweif.Building.FloatDispatcher.Description.DispatchMessage,"Will dispatch {0} from around {1} till {2}.","Timing info. 0=name. 1/2=hour like 16:30"
Grauschweif.Building.FloatDispatcher.Description.ActiveMessage,"Dispatching {1} new {0} per hour.",
Grauschweif.Building.FloatDispatcher.Description.PausedMessage,"Paused till next dusk.",""
Grauschweif.Building.FloatDispatcher.FlavorDescription,"Kits send wishes out with each light",
Grauschweif.Building.ArtisansLodge.DisplayName,"Artisan Workshop",
Grauschweif.Building.ArtisansLodge.Description,"Artisans make many fancy things. This one likes to make paper lanterns.",
Grauschweif.Building.ArtisansLodge.FlavorDescription,"Trusted expert of decorations.",
Grauschweif.Time.HourMinute,"{0}:{1}","hour and minutes"
Grauschweif.WaterPlant.DisplayName,"Water Plants",
Grauschweif.WaterPlant.Description,"Decorative plants.",
Grauschweif.WaterPlant.Description.DispatchMessage,"Fish make plants grow faster, much like bees. Will spawn a {0} randomly.","Timing info. 0=name. 1/2=hour like 16:30"
Grauschweif.WaterPlant.Description.ActiveMessage,"The plants are healthy and strengthen their neighbors.",
Grauschweif.WaterPlant.Description.PausedMessage,"Needs more water to function.",
Grauschweif.WaterPlant.FlavorDescription,"A big fish hides here.",
Grauschweif.Fish.Koi.DisplayName,"Fish",
Grauschweif.Fish.Koi.Description,"Swimming circles. Born in decorative water plants. Will hide after a few days.",
Grauschweif.Fish.Koi.FlavorDescription,"Elusive to the click",
Grauschweif.Building.FairyLights.DisplayName,"Fairy Lights",
Grauschweif.Building.FairyLights.FlavorDescription,"Shiny",
