ID,Text,Comment
Faction.LeafCoats.DisplayName,Blätterfelle,
Faction.LeafCoats.Description,"Die Blätterfelle haben eine Affinität zu Bäumen und Pflanzen im Allgemeinen. Sie bauen gerne auf eine Weise, die die Natur nachahmt, darunter auch eine ausgedehnte Struktur, die einem riesigen Baum ähnelt.
Ihr Motto: <i>Der Weg des Baumes.</i>",
Bot.DisplayName.LeafCoats,Baumroboter {0},Bot name
Building.DistrictCenter.FlavorDescription.LeafCoats,„Der Weg des Baumes.“ – Motto der Blätterfelle,
Building.Levee.Curved.DisplayName,Abgerundeter Deich,
Building.HousingUnit.Small.LeafCoats.DisplayName,Kleine Wohneinheit,
Building.HousingUnit.Small.LeafCoats.FlavorDescription,Ist besser als auf dem Boden zu schlafen.,
Building.HousingUnit.Medium.LeafCoats.DisplayName,Mittlere Wohneinheit,
Building.HousingUnit.Medium.LeafCoats.FlavorDescription,Eine Startwohneinheit.,
Building.HousingUnit.LeafCoats.DisplayName,Wohneinheit,
Building.HousingUnit.LeafCoats.Description,Eine Wohneinheit in Form einer Baumstammscheibe,
Building.HousingUnit.LeafCoats.FlavorDescription,Nach oben sind keine Grenzen gesetzt!,
Building.HousingUnit.Double.LeafCoats.DisplayName,Doppelwohneinheit,
Building.HousingUnit.Double.LeafCoats.Description,Als wären zwei davon übereinander gebaut.,
Building.HousingUnit.Double.LeafCoats.FlavorDescription,Größer! Höher!,
Building.MediumPile.DisplayName,Mittlerer Stapel,
Building.Path2.LeafCoats.DisplayName,Pfad mit Geländer,
Building.Path2.LeafCoats.Description,Diese Pfadvariante hat immer ein Geländer.,
Building.Path3.LeafCoats.DisplayName,Pfadgeländer,
Building.Path3.LeafCoats.Description,Diese Pfadvariante ist nur das Geländer.,
Building.Path4.LeafCoats.DisplayName,Pfad mit Heckenpflanze,
Building.Path4.LeafCoats.Description,Diese Pfadvariante hat immer eine Heckenpflanzenbegrenzung.,
Building.Path5.LeafCoats.DisplayName,Pfadheckenpflanze,
Building.Path5.LeafCoats.Description,Diese Pfadvariante ist nur die Heckenpflanzenbegrenzung.,
Building.Floodgate.Flat.DisplayName,Flache Schleuse,
Building.DoubleFloodgate.Flat.DisplayName,Flache Doppelschleuse,
Building.TripleFloodgate.Flat.DisplayName,Flache Dreifachschleuse,
Building.Floodgate.Flat.Description,"Staut Wasser bis zu einer einstellbaren Höhe. Ein neues, kompakteres Design, das es ermöglicht, darauf zu bauen.",
Building.Branch.DisplayName,Ast,
Building.Branch.Description,Ein Ast. Er kann an die Seite vieler im Baumstamm integrierten Gebäude/Strukturen angeschlossen werden. Einige davon möchten lieber mit Ästen als Pfaden verbunden werden.,
Building.Branch.Bridge.DisplayName,Astbrücke,
Building.Branch.Entrance.DisplayName,Asteingang,
Building.Branch.Entrance.Description,Ein Ast mit einer Pfadverbindung. Ermöglicht Bibern zwischen Pfaden und Ästen hin- und herzuwechseln.,
Building.TreeTrunk.Side.DisplayName,Baumstammseite,
Building.TreeTrunk.Corner.DisplayName,Baumstammecke,
Building.TreeTrunk.Description,Eine dekorative Struktur zum Füllen von Lücken im Baumstamm,
Building.TreeTrunk.Branch.DisplayName,Baumstammseitendurchgang,
Building.TreeTrunk.Branch.Description,Eine Baumstammseite mit Durchgang. Ermöglicht Bibern zwischen Pfaden (oder dem zentralen Zugangsschacht des Baumes) und Ästen hin- und herzuwechseln.,
Building.Grinder.DisplayName,Brecher,
Building.Grinder.Description,Zerkleinert Altmetall und komprimiert es zu Metallblöcken.,
Building.DirtExcavator.FlavorDescription.LeafCoats,Die aggressivste Baumwurzel,
Building.PowerDam.DisplayName,Energiedamm,
Building.PowerDam.Description,"Ein Damm mit eingebautem Wasserrad zur Energieerzeugung.
Die Antriebswellenanschlüsse befinden sich nur an den der erwartenden Wasserströmungsrichtung abgewandten Seiten.",
Building.PowerLevee.DisplayName,Energiedeich,
Building.PowerLevee.Description,Ein Deich mit eingebauter Antriebswelle,
Building.VerticalPowerShaftTunnel.DisplayName,Vertikaler Antriebswellentunnel,
Building.LeveeTunnel.DisplayName,Deichtunnel,
Building.PowerLeveeTunnel.DisplayName,Energiedeichtunnel,
Building.TunnelOther.Description,"Untertunnelt Gelände und ersetzt es durch andere Strukturen. Verwende das Ebenenwerkzeug, um unter Gelände oder Strukturen zu sehen.",
Building.PowerTreadmill.DisplayName,Energielaufband,
Building.Garden.DisplayName,Garten,
Building.ObservationTerrace.DisplayName,Aussichtsterrasse,
