ID,Text,Comment
Faction.LeafCoats.DisplayName,Покритолистові,
Faction.LeafCoats.Description,"Покритолистові намагаються переймати життя дерев та рослин в цілому. Їм подобається імітувати природу у своїх будівлях, тож вони намагаються будувати велику структуру у деревоподібній формі.
Їх девіз: <i>Шлях дерева.</i>",
Faction.LeafCoats.GameOver.Message,"Ваших Покритолистових спіткала сумна доля їхніх людських попередників. Це кінець.",
Faction.LeafCoats.WonderCompletionFlavor,"Накопичивши великі багатства та знання, ваші бобри вирішили відсвяткувати успіх нової колонії гучною вечіркою. Час запалювати на дискотеці! Хоча більшості мешканців залишається лише милуватися барвистими вогнями.",
Faction.LeafCoats.WonderCompletionMessage,"Вітаємо! Ви опанували життя в гармонії з природою Покритолистових і використали ресурси цієї мапи, щоб збудувати диво цієї фракції.",
Bot.DisplayName.LeafCoats,Древобот {0},Bot name
Building.DistrictCenter.FlavorDescription.LeafCoats,"""Шлях дерева."" —Девіз покритолистових",
Building.Levee.Curved.DisplayName,Вигнута дамба,
Building.HousingUnit.Small.LeafCoats.DisplayName,Маленька хатинка,
Building.HousingUnit.Small.LeafCoats.FlavorDescription,Це краще ніж спати на землі.,
Building.HousingUnit.Medium.LeafCoats.DisplayName,Середня хатинка,
Building.HousingUnit.Medium.LeafCoats.FlavorDescription,Початковий дім.,
Building.HousingUnit.LeafCoats.DisplayName,Житловий будиночок,
Building.HousingUnit.LeafCoats.Description,Житлова хатинка у формі стовбура дерева,
Building.HousingUnit.LeafCoats.FlavorDescription,Безмежні можливості!,
Building.HousingUnit.Double.LeafCoats.DisplayName,Подвійна хатинка,
Building.HousingUnit.Double.LeafCoats.Description,Два будиночки поверх один одного.,
Building.HousingUnit.Double.LeafCoats.FlavorDescription,Більше! Вище!,
Building.MediumPile.DisplayName,Середня купа,
Building.Path2.LeafCoats.DisplayName,Доріжка з огорожею,
Building.Path2.LeafCoats.Description,"Цей варіант шляху має як доріжку, так і огорожу.",
Building.Path3.LeafCoats.DisplayName,Відгороджений шлях,
Building.Path3.LeafCoats.Description,Цей варіант шляху має тільки огорожу.,
Building.Path4.LeafCoats.DisplayName,Доріжка з живим парканом,
Building.Path4.LeafCoats.Description,"Цей варіант шляху має як доріжку, так і живий паркан.",
Building.Path5.LeafCoats.DisplayName,Шлях живого паркану,
Building.Path5.LeafCoats.Description,Цей варіант шляху має лише живий паркан.,
Building.Floodgate.Flat.DisplayName,Шлюз з плоским верхом,
Building.DoubleFloodgate.Flat.DisplayName,Подвійний шлюз з рівним верхом,
Building.TripleFloodgate.Flat.DisplayName,Потрійний шлюз з рівним верхом,
Building.Floodgate.Flat.Description,"Блокує воду до регульованої висоти. Новий, більш компактний дизайн Покритолистих дозволяє будувати поверх шлюза.",
Building.Branch.DisplayName,Гілковий шлях,
Building.Branch.Description,"Гілка може бути приєднана до більшості будівель, створюючи імітацію гілок дерев. Деякі будівлі під’єднаються до гілок а не шляхів.",
Building.Branch.Bridge.DisplayName,Міст-гілка,
Building.TreeTrunk.Side.DisplayName,Бічний блок стовбура дерева,
Building.TreeTrunk.Corner.DisplayName,Кутовий блок стовбура дерева,
Building.TreeTrunk.Description,Декоративний блок для заповнення відсутніх елементів дерева.,
Building.TreeTrunk.Branch.DisplayName,Бічний блок стовбура зі з’єднанням для гілкового шляху,
Building.TreeTrunk.Branch.Description,Бічний блок стовбура дерева з дверима з одного боку та з'єднанням гілкового шляху з іншого. Це дозволяє бобрам проходити між стежками (або центральною шахтою дерева) та гілковим шляхом.,
Building.Grinder.DisplayName,Металевий пресс,
Building.Grinder.Description,Стискає металобрухт у металеві блоки.,
Building.DirtExcavator.FlavorDescription.LeafCoats,Найбільш агресивний корінь дерева.,
Building.PowerDam.DisplayName,Енергетична дамба,
Building.PowerDam.Description,"Дамба з вбудованим водяним колесом для вироблення енергії.
З’єднання енергетичних валів розташовані лише з боків протилежних очікуваному напрямку потоку води.",
Building.PowerLevee.DisplayName,Енергетична гребля,
Building.PowerLevee.Description,Гребля з внутрішнім силовим валом.,
Building.VerticalPowerShaftTunnel.DisplayName,Вертикальний енергетичний вал,
Building.LeveeTunnel.DisplayName,Дамбовий тунель,
Building.PowerLeveeTunnel.DisplayName,Енергетичний тунель дамби,
Building.TunnelOther.Description,"Тунелі крізь місцевість, що замінює її іншою будівлею. Використовуйте інструмент перегляду шарів, щоб побачити під місцевістю або спорудами.",
Building.PowerTreadmill.DisplayName,Бігова доріжка-генератор,
Building.Garden.DisplayName,Сад,
Building.ObservationTerrace.DisplayName,Оглядова тераса,
Building.Plaza.DisplayName,Танцювальна плаза,
Building.PruningFlag.DisplayName,Прапор дизайнера саду,
Building.DiggerFlag.DisplayName,Прапор копача,
Building.DiggerFlag.Description,Збирає ґрунт із залишків після розкопок.,
Building.DiggerFlag.FlavorDescription,Не збирає ґрунт у банки.,
Building.LooseDirt.DisplayName,Пухкий ґрунт,
Building.LooseDirt.Description,Місцевість готова до подальшого руйнування. Після зняття з неї випадає ґрунт.,"Ґрунт, готовий до збору бобрами що працюють на прапорі копачів."
Building.LooseDirt.FlavorDescription,Рию бруд цілий день заради клапки доброго чорнозему!,
Building.LoosenDirt.DisplayName,Прибрати землю,
Building.LoosenDirt.Description,"Перетворює ландшафтний блок у пухкий ґрунт, який потім може бути знесено.
Може бути поставлено виключно на чомусь поверх.",
Building.RemoveDirt.DisplayName,Прибрати ландшафт,
Building.RemoveDirt.Description,"Бобри знесуть цей блок ландшафту.
• <RedHighlight>Увага:</RedHighlight> Видалення блоку зруйнує усі надбудови!",
Building.LumberPress.DisplayName,Пресс для дерева,
Building.LumberPress.Description,Пресує палки у штучні колоди або дошки.,
Building.LumberPress.FlavorDescription,Здорова альтернатива вбивству дерев,
Building.ToolFactory.DisplayName,Фабрика інструментів,
Building.ToolFactory.Description,Для створення інструментів терраформінгу.,
Building.FoodProcessor.DisplayName,Столова Покритолистих,
Building.FoodProcessor.Description,Переробляє інгрідієнти на поживну та смачну їжу.,
Building.Pile.DisplayName,Купа,
Building.Warehouse.DisplayName,Склад,
Building.DecorativeFloor.DisplayName,Декоративна підлога,
Building.DecorativeFloor.Description,Декоративна панельна підлога.,
Building.LeveeZiplineBeam.DisplayName,Дамба зі з’єднанням зиплайну,
Building.BotAssembler.Description.LeafCoats,"Збирає автономних роботів, які можуть допомагати бобрам у їхніх повсякденних справах.
Призначений для розміщення на вершині фабрики деталей ботів після вбудовування в структуру дерева.",
Tobbert.Ladder.DisplayName,Драбина,-
Tobbert.Ladder.Description,Драбина що підтримується платформою.,-
Tobbert.Ladder.FlavorDiscription,''Але як ще вони мають зберігати свої речі?'' -Pmduda,-
Good.Leaf.DisplayName,Листва,
Good.Leaf.PluralDisplayName,Листя,
Good.Bark.DisplayName,Кора,
Good.Bark.PluralDisplayName,Кора,
Good.Branch.DisplayName,Гілка,
Good.Branch.PluralDisplayName,Гілки,
Good.Shovel.DisplayName,Лопата,
Good.Shovel.PluralDisplayName,Лопати,
Good.Apple.DisplayName,Яблуко,Item Name
Good.Apple.PluralDisplayName,Яблука,Plural Item Name
Good.Lubricant.DisplayName,Мастило,
Good.Lubricant.PluralDisplayName,Мастило,
Good.ChestnutFlour.DisplayName,Каштанове борошно,
Good.ChestnutFlour.PluralDisplayName,Каштанове борошно,
Good.FermentedChestnut.DisplayName,Ферментований каштан,
Good.FermentedChestnut.PluralDisplayName,Ферментовані каштани,
