ID,Text,Comment
Need.PlantMurderer.DisplayName,Plant Killer,
HR,======================================================================,
Wares.Bentos.Lone,Bento,
Wares.Bentos.Name,Bentos,
Wares.BotKits.Lone,Bot Kit,
Wares.BotKits.Name,Bot Kits,
HR,======================================================================,
MoleCadre.HedgePath.Name,Hedge Path,
MoleCadre.HedgePath.Desc,"A path with hedges along the border",
MoleCadre.HedgeGate.Name,Hedge Path,
MoleCadre.HedgeGate.Desc,"A gate with hedges along the frame",
HR,======================================================================,
Grows.AppleTree.Name,"Apple Tree",
Grows.AppleTree.Cite,"Eureka! There is another force, I shall name it Gravity!",
Grows.BananaTree.Name,"Banana Tree",
Grows.Birch.Cite,"Better than nothing, occasionally the bad tide takes long enough to come that these actually grow",
Grows.Birch.Name,Birch Tree,
Grows.BlueberryPlant.Name,Blueberry Bush,
Grows.BlueberryPlant.Cite,"Why don't these quench our thirst even a little?",
Grows.Brambles.Name,Brambles,
Grows.Brambles.Cite,"Yowch! Mean little prick!",
Grows.Cabbages.Cite,"Why are these dry?",
Grows.Canola.Name,Canola,
Grows.Carrots.Cite,"Eeeh, what's up doc?",
Grows.Cattail.Name,Cattail,
Grows.CoffeePlant.Name,"Coffee Bush",
Grows.ChestnutTree.Name,"Chestnut Tree",
Grows.EucalyptusTree.Cite,Sheds it's own bark,
Grows.EucalyptusTree.Name,Eucalyptus Tree,
Grows.EverblossomTree.Cite,"So pretty...oh well, back to logging : D",
Grows.EverblossomTree.Name,"Everblossom Tree",
Grows.GiantBamboo.Name,"Giant Bamboo Grass",
Grows.GiantSequoia.Cite,"Yowch! Mean little prick!",
Grows.GiantSequoia.Name,Brambles,
Grows.Grapes.Cite,"We're gonna need a bucket to stomp on these with...",
Grows.Grapes.Name,Grape Vines,
Grows.GreenGrapes.Name,"Green Grape Vines",
Grows.GreenGrapes.Cite,"Now THIS is green, nothing like those pale green grapes found everywhere",
Grows.GreenPeas.Cite,"Eh? Is that a giant coming our way?",
Grows.Kohlrabi.Name,"Kohlrabi - IronTeeth",
Grows.Lotuses.Whitepaws.Name,Lotuses,
Grows.Mangrove.Name,Mangrove,
Grows.Maple.Name,Maple,
Grows.Mustard.Common.Name,Mustard,
Grows.OakTree.Cite,"Oof! These are hard to gnaw into shape...",
Grows.OakTree.Name,Oak Tree,
Grows.Parsnips.Cite,"It's meh, good thing too otherwise all the leafcoats would have to decide between having no parsnips or being hated by their own kind 😅",
Grows.Pine.Name,Pine,
Grows.Pine.Cite,"Aren't these Evergreen?",
Grows.Pumpkins.Cite,"Gyaa! Who cut a scary face into this pumpkin!",
Grows.Radishes.Cite,"Hmm, this could do with some more flavour",
Grows.RedCabbages.Cite,"Seriously!? Just how bad at farming does a beaver have to be to make dry cabbages!?",
Grows.RedGrapes.Cite,"Stop eating those! They're reserved for wine making!",
Grows.Rice.Name,Rice,
Grows.Rice.Cite,"When did we start farming these? Huh? A beaver said they isekai'd from a shapanese hooman? Don't be ridiculus, that's impossible",
Grows.Spadderdock.Cite,"Someone should check a dictionay, I'm sure it should be Spatterdock, not Spadderdock",
Grows.SugarCane.Cite,"Sweet tasting cane",
Grows.Tomatoes.Cite,"Crap! zxuiji got into the tomato stock again!",
Grows.WildBrambles.Name,"Wild Brambles",
Grows.Willow.Name,Willow Tree,
