ID,Text,Comment
LV.BB.BlueprintsGroup,"Building Blueprints",
LV.BB.BlueprintCreate,"Create Building Blueprint",
LV.BB.BlueprintCreateDesc,"Create a new building blueprint from the selected area",
LV.BB.BlueprintCreateTip,"Hold the button to select an area. A building must be enclosed within the area to be included in the blueprint.",
LV.BB.BlueprintCreateCopySettings,"Copy buildings' settings: {0}",
LV.BB.BlueprintCreateArea,"Area: {0} × {1}",
LV.BB.BlueprintCreateBuildings,"Buildings ({0}):",
LV.BB.BlueprintCreateCosts,"Costs:",
LV.BB.BlueprintBuildTool,"Build Blueprint",
LV.BB.BlueprintBuildToolDesc,"Use a building blueprint to place buildings in the world",
LV.BB.BlueprintBuildToolRotateClockwise,"Rotate blueprint clockwise. Current: {0}",
LV.BB.BlueprintBuildToolRotateCounterclockwise,"Rotate blueprint counterclockwise. Current: {0}",
LV.BB.BlueprintBuildToolFlip,"Flip blueprint: {0}",
LV.BB.BlueprintBuildToolPartial,"Hold to place valid buildings and ignore invalid ones",
LV.BB.BlueprintBuildToolIgnoreSettings,"Ignore buildings' settings in the blueprint: {0}",
LV.BB.BlueprintBuildToolNudge,"Nudge blueprint with camera keys: {0}",
LV.BB.DemolishBlueprintTool,"Demolish Blueprint Buildings",
LV.BB.DemolishBlueprintToolDesc,"Quickly demolish all buildings that were placed using a building blueprint",
LV.BB.DemolishConfirm,"Are you sure you want to demolish all {0} buildings?",
LV.BB.UnknownBuilding,"<RedHighlight>Unknown building: {0}</RedHighlight>",
LV.BB.DefaultName,"Unnamed Blueprint",
LV.BB.InvalidName,"The blueprint name is invalid. It must be a valid filename (avoid special characters).",
LV.BB.FileDuplicateWarning,"A blueprint with this name already exists.
<RedHighlight>Do you want to overwrite it?</RedHighlight>",
LV.BB.Save,"Save Blueprint",
LV.BB.Reload,"Reload Blueprints",
LV.BB.Browse,"Browse Blueprints",
LV.BB.SelectTitle,"Select Building Blueprint",
LV.BB.SelectDesc,"Select a building blueprint to place in the world.",
LV.BB.Build,"Build",
LV.BB.NoBlueprints,"No building blueprints available.
Create one using the Create Building Blueprint tool.",
LV.BB.MissingBuildings,"Missing buildings: {0}",
LV.BB.LockedBuildings,"Buildings not unlocked: {0}",
LV.BB.UnlockBuildings,"Unlock required buildings",
LV.BB.NotEnoughScience,"Not enough science to unlock required buildings",
LV.BB.UnlockConfirm,"Unlocking the required buildings will cost {0} science. Do you want to proceed?",
LV.BB.UploadWorkshop,"Upload to Workshop",
LV.BB.BrowseWorkshop,"Browse Workshop",
LV.BB.ExistingId,"Existing ID:",
LV.BB.ExistingIdDesc,"If you want to update an existing workshop entry, enter its ID here. Otherwise, leave default (blank or zero).",
LV.BB.NudgeKey,"Nudge blueprint",
LV.BB.NudgeMove,"Move blueprint:",
LV.BB.NudgeVerticalMove,"Move blueprint vertically:",
LV.BB.Rename,"Rename",
LV.BB.Delete,"Delete",
LV.BB.DeleteConfirm,"Are you sure you want to delete this blueprint? This action cannot be undone.",
LV.BB.Untagged,"Untagged",
LV.BB.Manage,"Manage Blueprints",
LV.BB.Filter,"Filter",
LV.BB.Keyword,"Keyword:",
LV.BB.HideInvalids,"Hide invalid blueprints",
LV.BB.FilterLocal,"Show Local",
LV.BB.FilterRemote,"Show Workshop",
LV.BB.FilterTagDesc,"Only show blueprints with ALL these tags:",
LV.BB.FilterStat,"Filtered: {0} / {1}",
LV.BB.NoTag,"No blueprint has any tag yet.",
LV.BB.Edit,"Edit",
LV.BB.EditBlueprint,"Edit Blueprint",
LV.BB.Rename,"Rename:",
LV.BB.RenameExist,"<RedHightlight>Another blueprint with this name already exists. Please choose a different name.</RedHightlight>",
LV.BB.Tags,"Tags (comma-separated):",
LV.BB.TagQuickAdd,"Quick Add:",
LV.BB.Delete,"Delete Blueprint",
LV.BB.DeleteConfirm,"Are you sure you want to delete this blueprint? This action cannot be undone.",
LV.BB.HighPerformanceMode,"High-performance mode",
LV.BB.HighPerformanceModeStatus,"High-performance mode: {0}",
